1.119999999999999937e-08	1.439999999999999990e-09	3.239999999999999978e-09
2.953000000000000069e-01	2.706000000000000072e-01	3.826999999999999846e-01
8.901000000000000023e-01	8.697000000000000286e-01	1.120999999999999996e+00
1.941000000000000059e+00	1.955000000000000071e+00	2.439000000000000057e+00
2.419000000000000039e+00	2.454000000000000181e+00	3.045999999999999819e+00
3.202999999999999847e+00	3.262999999999999901e+00	4.054999999999999716e+00
9.355999999999999872e+00	9.526999999999999247e+00	1.190000000000000036e+01
1.533000000000000007e+01	1.561999999999999922e+01	1.939999999999999858e+01
2.337000000000000099e+01	2.380999999999999872e+01	2.951000000000000156e+01
3.272999999999999687e+01	3.331000000000000227e+01	4.150999999999999801e+01
4.506000000000000227e+01	4.575000000000000000e+01	5.724000000000000199e+01
5.917000000000000171e+01	5.921999999999999886e+01	7.415999999999999659e+01
6.834999999999999432e+01	6.810999999999999943e+01	8.504000000000000625e+01
7.479000000000000625e+01	7.420000000000000284e+01	9.265000000000000568e+01
1.466999999999999971e-01	7.777000000000000579e-02	1.220999999999999982e-08
4.869999999999999885e-01	2.467000000000000026e-01	5.907999999999999864e-09
1.074000000000000066e+00	5.406999999999999584e-01	3.343000000000000140e-09
1.352000000000000091e+00	6.778999999999999471e-01	3.189000000000000051e-09
1.798000000000000043e+00	9.021000000000000130e-01	4.337000000000000223e-09
5.421999999999999709e+00	2.725000000000000089e+00	1.309000000000000009e-08
9.012000000000000455e+00	4.511999999999999567e+00	2.258999999999999913e-08
1.391000000000000014e+01	6.967999999999999972e+00	3.368999999999999926e-08
1.964999999999999858e+01	9.839000000000000412e+00	4.708000000000000203e-08
2.725000000000000000e+01	1.366000000000000014e+01	6.585999999999999550e-08
3.649000000000000199e+01	1.832000000000000028e+01	8.386999999999999596e-08
4.256000000000000227e+01	2.135999999999999943e+01	1.038999999999999973e-07
4.647999999999999687e+01	2.330999999999999872e+01	1.100000000000000056e-07
5.702000000000000124e-02	1.688000000000000056e-01	2.371999999999999922e-04
2.076000000000000068e-01	5.940999999999999615e-01	2.350999999999999965e-02
4.737999999999999989e-01	1.377000000000000002e+00	7.875000000000000056e-02
5.948999999999999844e-01	1.737999999999999989e+00	1.039999999999999952e-01
7.869000000000000439e-01	2.325000000000000178e+00	1.469999999999999918e-01
2.266999999999999904e+00	6.850999999999999979e+00	5.062999999999999723e-01
3.673000000000000043e+00	1.122000000000000064e+01	8.637000000000000233e-01
5.552999999999999936e+00	1.710999999999999943e+01	1.344999999999999973e+00
7.741999999999999993e+00	2.401000000000000156e+01	1.905000000000000027e+00
1.060999999999999943e+01	3.309000000000000341e+01	2.649000000000000021e+00
1.358000000000000007e+01	4.252000000000000313e+01	3.431000000000000050e+00
1.553999999999999915e+01	4.875999999999999801e+01	3.944999999999999840e+00
1.683999999999999986e+01	5.282999999999999829e+01	4.261000000000000121e+00
6.647000000000000131e-02	1.680999999999999855e-02	3.793000000000000260e-01
1.917000000000000093e-01	5.854000000000000176e-02	1.104000000000000092e+00
4.132000000000000117e-01	1.313999999999999890e-01	2.379000000000000004e+00
5.165999999999999481e-01	1.640999999999999959e-01	2.978000000000000203e+00
6.879999999999999449e-01	2.202999999999999958e-01	3.966000000000000192e+00
2.037999999999999812e+00	6.512999999999999901e-01	1.173000000000000043e+01
3.329000000000000181e+00	1.060000000000000053e+00	1.912999999999999901e+01
5.089999999999999858e+00	1.614000000000000101e+00	2.919999999999999929e+01
7.187000000000000277e+00	2.273000000000000131e+00	4.117999999999999972e+01
9.946999999999999176e+00	3.142999999999999794e+00	5.696999999999999886e+01
1.293999999999999950e+01	4.078000000000000291e+00	7.404999999999999716e+01
1.486999999999999922e+01	4.681000000000000050e+00	8.510999999999999943e+01
1.612000000000000099e+01	5.076999999999999957e+00	9.231999999999999318e+01
9.958000000000000185e-01	9.791999999999999593e-01	1.264000000000000012e+00
3.608000000000000096e+00	3.673000000000000043e+00	4.578000000000000291e+00
8.298000000000000043e+00	8.446999999999999176e+00	1.056000000000000050e+01
1.533000000000000007e+01	1.561999999999999922e+01	1.939999999999999858e+01
2.542999999999999972e+01	2.585999999999999943e+01	3.213000000000000256e+01
3.843999999999999773e+01	3.909000000000000341e+01	4.882999999999999829e+01
5.497999999999999687e+01	5.534000000000000341e+01	6.914000000000000057e+01
7.721000000000000085e-01	3.557000000000000162e-01	1.227000000000000091e+00
2.835999999999999854e+00	1.286000000000000032e+00	4.477000000000000313e+00
6.599000000000000199e+00	2.990000000000000213e+00	1.034999999999999964e+01
1.226999999999999957e+01	5.535999999999999588e+00	1.901999999999999957e+01
2.051000000000000156e+01	9.239000000000000767e+00	3.155999999999999872e+01
3.114999999999999858e+01	1.406000000000000050e+01	4.800000000000000000e+01
4.492999999999999972e+01	2.030000000000000071e+01	6.803000000000000114e+01
6.118999999999999773e+01	2.771999999999999886e+01	9.078000000000000114e+01
4.415999999999999925e-01	7.272999999999999465e-01	1.250000000000000000e+00
1.627999999999999892e+00	2.771999999999999797e+00	4.594999999999999751e+00
3.713999999999999968e+00	6.373000000000000220e+00	1.061999999999999922e+01
6.775999999999999801e+00	1.169999999999999929e+01	1.953999999999999915e+01
1.116000000000000014e+01	1.937999999999999901e+01	3.243999999999999773e+01
1.685000000000000142e+01	2.921000000000000085e+01	4.938000000000000256e+01
2.371000000000000085e+01	4.106000000000000227e+01	7.009000000000000341e+01
3.148999999999999844e+01	5.436999999999999744e+01	9.367000000000000171e+01
7.906999999999999584e-01	9.247999999999999554e-01	2.691999999999999948e-02
2.886000000000000121e+00	3.560000000000000053e+00	1.593999999999999861e-01
6.655000000000000249e+00	8.214000000000000412e+00	4.218000000000000083e-01
1.232000000000000028e+01	1.517999999999999972e+01	8.159999999999999476e-01
2.051000000000000156e+01	2.521999999999999886e+01	1.383999999999999897e+00
3.108999999999999986e+01	3.817000000000000171e+01	2.120000000000000107e+00
4.475999999999999801e+01	5.421000000000000085e+01	3.005999999999999783e+00
6.096999999999999886e+01	7.264000000000000057e+01	3.986000000000000210e+00
