0.4444484370	0.4564060542	0.7611827271
0.4431431598	0.4550277569	0.7574322812
0.8319489570	0.8636966514	1.2117679179
2.3701665437	2.4901415298	2.9925231336
3.3304664292	3.5011142345	4.1012009524
5.1759536047	5.4536582595	6.2369371657
21.0051129003	22.2229885608	24.5065110226
37.3917242068	39.5480848736	43.3367969297
57.9793707567	61.3098919809	67.0965935334
83.2033023953	87.8716684543	96.0291368214
114.9327716113	121.4597039602	132.3821851667
152.8301585578	161.4560759521	175.6598330464
176.8830754527	186.6612987854	202.9660678569
193.1827766419	203.9417621089	222.0212613469
0.4461021374	0.4584463655	0.7590517485
0.6613122600	0.5584427824	0.7583613047
1.5154635764	0.9586281532	0.7666921890
2.0624662258	1.2150212756	0.7785228784
3.1007010268	1.7019246976	0.7893977571
12.1713334500	5.9695496827	0.9068055244
21.5814905899	10.3997829129	1.0179747550
33.1641914491	15.8500402560	1.1657628878
47.3264317912	22.5128222962	1.3966730481
65.0264090819	30.8396427347	1.6820195327
86.1107372988	40.7675279453	2.0367226002
99.7606211544	47.1796005558	2.2335929489
108.7384908393	51.4072901855	2.3870724143
0.4363188937	0.4465552089	0.7363924371
0.5318016457	0.7170560584	0.7731939098
0.8993542814	1.7713610068	0.8944284654
1.1341793308	2.4449829998	0.9763445222
1.5861099593	3.7367070954	1.1323236212
5.5197666001	14.9706269076	2.4497366085
9.5977557784	26.6230839244	3.8023769526
14.6456028658	41.0328208539	5.4913304181
20.7788092694	58.4647779628	7.5535735820
28.4286892911	80.1961276711	10.1277262861
37.5906214984	106.2002265606	13.2180156582
43.2898932889	122.4181786151	15.1502221395
47.2307448583	133.7311950033	16.4144979640
0.4372017664	0.4534721577	0.7378956482
0.5130800154	0.4912080288	1.1556196170
0.8036236573	0.6348095532	2.7688853472
0.9934692385	0.7297612241	3.8152517745
1.3563069190	0.9104203581	5.8118305890
4.4527756016	2.4615948090	22.9235518176
7.6621590249	4.0750274714	40.6769389799
11.6488808275	6.0773799863	62.7301751068
16.5299361706	8.5474589569	89.6017097133
22.5660242141	11.5996141892	122.8403604246
29.7719891909	15.2599958022	162.4465034848
34.3257155547	17.5635002312	187.4727667588
37.4338560065	19.1347467318	204.5855678669
0.9446189022	0.9858685812	1.3480292516
6.1530647074	6.4869559220	7.4066161636
17.9136730532	18.9686906436	21.0178341565
37.3399012256	39.5386451597	43.4451782836
63.1257431438	66.8025507264	73.2826723686
98.0323410601	103.6713735039	113.3999562718
141.3621182984	149.5231677037	162.9888847019
0.8297954023	0.6398956736	1.3099165297
4.7444792550	2.5086745901	6.9008773719
13.7355744191	6.8170753160	19.7399125188
28.5250564085	13.8967309631	40.7952125430
48.2183086010	23.3246463177	68.8654895440
74.4763458795	35.9050191774	106.0425460040
106.7865637662	51.4076634095	151.6013453725
145.0766774545	69.7422417155	205.4623247463
0.6654388563	0.8563756598	1.3487962295
2.9330715970	4.9639837949	7.3245762823
8.1149721505	14.3965568989	20.8898312201
16.7179172027	30.0552870450	43.4188138684
28.2547536092	50.9046327299	73.8803735227
43.2642619944	78.1436068274	112.9904055244
61.8897231650	111.9627028352	161.5278613198
83.7135252735	151.6240303241	218.7130075884
0.8488020729	0.9423929270	0.7961655079
5.0104327420	5.8975094793	1.2604320658
14.5344363393	17.2754553410	2.3219589825
30.3762095835	36.1582923828	4.0721397065
51.2365306462	60.9877506781	6.4188709574
79.2118581718	94.2487172463	9.5597219541
113.8950118559	135.4798305446	13.4881247829
154.7048856439	183.7257733192	18.0277801297
