5.863019032403826714e-04	2.196854038629680872e-04	4.548791621346026659e-04
3.446325659751892090e-01	2.946847677230834961e-01	4.778677821159362793e-01
9.738875627517700195e-01	9.288628101348876953e-01	1.244397044181823730e+00
2.061261415481567383e+00	2.070111751556396484e+00	2.524269104003906250e+00
2.582704782485961914e+00	2.610895395278930664e+00	3.141215085983276367e+00
3.424607515335083008e+00	3.487695693969726562e+00	4.183157920837402344e+00
9.973566055297851562e+00	1.025009346008300781e+01	1.219248580932617188e+01
1.631174659729003906e+01	1.677843666076660156e+01	1.988509941101074219e+01
2.503664588928222656e+01	2.564727210998535156e+01	3.048466682434082031e+01
3.507994079589843750e+01	3.585801696777343750e+01	4.300647735595703125e+01
4.835806274414062500e+01	4.931177902221679688e+01	5.939783477783203125e+01
6.313520812988281250e+01	6.364778900146484375e+01	7.666977691650390625e+01
7.297186279296875000e+01	7.317240905761718750e+01	8.792967987060546875e+01
7.957532501220703125e+01	7.971267700195312500e+01	9.554484558105468750e+01
1.706207692623138428e-01	8.073093742132186890e-02	9.425711468793451786e-04
5.066580772399902344e-01	2.399996370077133179e-01	1.904414733871817589e-03
1.082279682159423828e+00	5.126506686210632324e-01	3.550070570781826973e-03
1.361821055412292480e+00	6.461330652236938477e-01	4.327130038291215897e-03
1.817999243736267090e+00	8.628629446029663086e-01	5.649942904710769653e-03
5.462477207183837891e+00	2.596321821212768555e+00	1.604208163917064667e-02
9.029825210571289062e+00	4.299296855926513672e+00	2.622609212994575500e-02
1.404188156127929688e+01	6.701131343841552734e+00	4.058679193258285522e-02
1.984856033325195312e+01	9.470726966857910156e+00	5.750841274857521057e-02
2.760005378723144531e+01	1.317373180389404297e+01	8.040034025907516479e-02
3.682931137084960938e+01	1.759740257263183594e+01	1.080102622509002686e-01
4.294821548461914062e+01	2.053625488281250000e+01	1.263991743326187134e-01
4.705109405517578125e+01	2.246995544433593750e+01	1.389930099248886108e-01
8.929426223039627075e-02	1.903926134109497070e-01	8.743772283196449280e-03
2.684290409088134766e-01	6.568892598152160645e-01	3.540060669183731079e-02
5.875453948974609375e-01	1.520431041717529297e+00	8.673109859228134155e-02
7.388246655464172363e-01	1.929825663566589355e+00	1.112993210554122925e-01
9.787005782127380371e-01	2.593272924423217773e+00	1.506656706333160400e-01
2.793136119842529297e+00	7.660588264465332031e+00	4.568227827548980713e-01
4.520091056823730469e+00	1.256035137176513672e+01	7.537578344345092773e-01
6.830724239349365234e+00	1.918331146240234375e+01	1.155093073844909668e+00
9.526482582092285156e+00	2.690663337707519531e+01	1.624771833419799805e+00
1.309249401092529297e+01	3.716773605346679688e+01	2.253278017044067383e+00
1.674587821960449219e+01	4.779613113403320312e+01	2.899866342544555664e+00
1.918151092529296875e+01	5.483750152587890625e+01	3.329519748687744141e+00
2.083558082580566406e+01	5.964233779907226562e+01	3.627616167068481445e+00
8.650182187557220459e-02	2.965479530394077301e-02	4.687879681587219238e-01
2.229940295219421387e-01	7.688898593187332153e-02	1.224127173423767090e+00
4.496068358421325684e-01	1.543044447898864746e-01	2.478013038635253906e+00
5.590786933898925781e-01	1.915497034788131714e-01	3.086882591247558594e+00
7.431493401527404785e-01	2.536061108112335205e-01	4.106955051422119141e+00
2.182795763015747070e+00	7.336247563362121582e-01	1.208002758026123047e+01
3.570155620574951172e+00	1.188970446586608887e+00	1.975187110900878906e+01
5.497807979583740234e+00	1.820763707160949707e+00	3.042431449890136719e+01
7.761709690093994141e+00	2.561678886413574219e+00	4.295755767822265625e+01
1.076424503326416016e+01	3.537569522857666016e+00	5.958534240722656250e+01
1.397104454040527344e+01	4.582218647003173828e+00	7.732814788818359375e+01
1.604215621948242188e+01	5.261743068695068359e+00	8.882395935058593750e+01
1.744859504699707031e+01	5.716047763824462891e+00	9.652313995361328125e+01
1.089350819587707520e+00	1.046020746231079102e+00	1.368003845214843750e+00
3.859762668609619141e+00	3.940811634063720703e+00	4.696912288665771484e+00
8.866278648376464844e+00	9.108716964721679688e+00	1.083181095123291016e+01
1.632917404174804688e+01	1.677831840515136719e+01	1.988679313659667969e+01
2.722908782958984375e+01	2.791547203063964844e+01	3.319004440307617188e+01
4.119110488891601562e+01	4.205854415893554688e+01	5.054487228393554688e+01
5.894820404052734375e+01	5.965604019165039062e+01	7.172005462646484375e+01
8.155201077461242676e-01	3.555642366409301758e-01	1.352429032325744629e+00
2.889848232269287109e+00	1.259549856185913086e+00	4.626696109771728516e+00
6.725985050201416016e+00	2.929907560348510742e+00	1.068444347381591797e+01
1.249289321899414062e+01	5.439700603485107422e+00	1.967122650146484375e+01
2.099590492248535156e+01	9.156356811523437500e+00	3.286917495727539062e+01
3.199514007568359375e+01	1.396102714538574219e+01	5.014271163940429688e+01
4.622804641723632812e+01	2.020002937316894531e+01	7.129876708984375000e+01
6.288852310180664062e+01	2.752603530883789062e+01	9.502351379394531250e+01
5.296114087104797363e-01	7.955399751663208008e-01	1.363263487815856934e+00
1.876919746398925781e+00	3.071655988693237305e+00	4.706488132476806641e+00
4.264025211334228516e+00	7.102339267730712891e+00	1.086378574371337891e+01
7.776564598083496094e+00	1.307098102569580078e+01	1.999660491943359375e+01
